FrameSync,DateTime (UTC+00:00),Sample Number (#),Error Flags (#),External pH (pH),Internal pH (pH),External pH (Volt),Internal pH (Volt),pH Temperature (Celsius),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02059,11/14/2022 00:00:00,1,8000,6.8302,6.9732,-0.998999,-1.038198,  22.4952, 50.9, 22.3
SEAFET02059,11/14/2022 00:30:00,2,0000,6.8297,6.9728,-0.999019,-1.038216,  22.5107, 50.9, 22.3
SEAFET02059,11/14/2022 01:00:00,3,0000,6.8293,6.9722,-0.999028,-1.038248,  22.5270, 50.9, 22.3
SEAFET02059,11/14/2022 01:30:00,4,0000,6.8292,6.9724,-0.999025,-1.038236,  22.5418, 50.9, 22.3
SEAFET02059,11/14/2022 02:00:00,5,0000,6.8292,6.9724,-0.999019,-1.038235,  22.5556, 50.9, 22.3
SEAFET02059,11/14/2022 02:30:00,6,0000,6.8291,6.9721,-0.999015,-1.038248,  22.5684, 50.9, 22.3
SEAFET02059,11/14/2022 03:00:00,7,0000,6.8286,6.9719,-0.999036,-1.038262,  22.5811, 50.9, 22.4
SEAFET02059,11/14/2022 03:30:00,8,0000,6.8289,6.9721,-0.999013,-1.038247,  22.5920, 50.9, 22.4
SEAFET02059,11/14/2022 04:00:00,9,0000,6.8290,6.9721,-0.999002,-1.038244,  22.6022, 50.9, 22.4
SEAFET02059,11/14/2022 04:30:00,10,0000,6.8280,6.9712,-0.999051,-1.038300,  22.6109, 50.9, 22.4
SEAFET02059,11/14/2022 05:00:00,11,0000,6.8275,6.9709,-0.999079,-1.038315,  22.6187, 51.0, 22.4
SEAFET02059,11/14/2022 05:30:00,12,0000,6.8274,6.9704,-0.999079,-1.038342,  22.6248, 50.9, 22.4
SEAFET02059,11/14/2022 06:00:00,13,0000,6.8270,6.9706,-0.999097,-1.038332,  22.6295, 51.0, 22.4
SEAFET02059,11/14/2022 06:30:00,14,0000,6.8269,6.9704,-0.999101,-1.038342,  22.6338, 50.9, 22.4
SEAFET02059,11/14/2022 07:00:00,15,0000,6.8269,6.9705,-0.999098,-1.038336,  22.6372, 51.0, 22.4
SEAFET02059,11/14/2022 07:30:00,16,0000,6.8266,6.9703,-0.999114,-1.038346,  22.6407, 50.9, 22.4
SEAFET02059,11/14/2022 08:00:00,17,0000,6.8263,6.9699,-0.999132,-1.038371,  22.6438, 50.9, 22.4
SEAFET02059,11/14/2022 08:30:00,18,0000,6.8259,6.9697,-0.999149,-1.038381,  22.6485, 51.0, 22.4
SEAFET02059,11/14/2022 09:00:00,19,0000,6.8264,6.9700,-0.999121,-1.038362,  22.6515, 50.9, 22.5
SEAFET02059,11/14/2022 09:30:00,20,0000,6.8260,6.9695,-0.999143,-1.038388,  22.6547, 50.9, 22.5
SEAFET02059,11/14/2022 10:00:00,21,0000,6.8262,6.9700,-0.999126,-1.038361,  22.6570, 51.0, 22.5
SEAFET02059,11/14/2022 10:30:00,22,0000,6.8259,6.9695,-0.999144,-1.038389,  22.6572, 50.9, 22.5
SEAFET02059,11/14/2022 11:00:00,23,0000,6.8255,6.9689,-0.999168,-1.038423,  22.6593, 51.0, 22.5
SEAFET02059,11/14/2022 11:30:00,24,0000,6.8254,6.9692,-0.999171,-1.038407,  22.6601, 51.0, 22.5
SEAFET02059,11/14/2022 12:00:00,25,0000,6.8246,6.9684,-0.999220,-1.038457,  22.6599, 51.0, 22.5
SEAFET02059,11/14/2022 12:30:00,26,0000,6.8250,6.9687,-0.999197,-1.038435,  22.6583, 51.0, 22.5
SEAFET02059,11/14/2022 13:00:00,27,0000,6.8251,6.9691,-0.999191,-1.038415,  22.6562, 51.0, 22.5
SEAFET02059,11/14/2022 13:30:00,28,0000,6.8255,6.9695,-0.999171,-1.038390,  22.6539, 51.0, 22.5
SEAFET02059,11/14/2022 14:00:00,29,0000,6.8249,6.9686,-0.999208,-1.038443,  22.6513, 51.0, 22.5
SEAFET02059,11/14/2022 14:30:00,30,0000,6.8254,6.9692,-0.999185,-1.038410,  22.6438, 51.0, 22.5
SEAFET02059,11/14/2022 15:00:00,31,0000,6.8253,6.9691,-0.999194,-1.038418,  22.6347, 51.0, 22.4
SEAFET02059,11/14/2022 15:30:00,32,0000,6.8251,6.9690,-0.999208,-1.038425,  22.6289, 51.0, 22.4
SEAFET02059,11/14/2022 16:00:00,33,0000,6.8248,6.9691,-0.999237,-1.038418,  22.6175, 51.0, 22.4
SEAFET02059,11/14/2022 16:30:00,34,0000,6.8255,6.9694,-0.999211,-1.038403,  22.5947, 51.0, 22.4
SEAFET02059,11/14/2022 17:00:00,35,0000,6.8264,6.9708,-0.999176,-1.038330,  22.5656, 51.0, 22.3
SEAFET02059,11/14/2022 17:30:00,36,0000,6.8274,6.9717,-0.999137,-1.038280,  22.5345, 51.0, 22.3
SEAFET02059,11/14/2022 18:00:00,37,0000,6.8275,6.9719,-0.999147,-1.038272,  22.5099, 50.9, 22.3
SEAFET02059,11/14/2022 18:30:00,38,0000,6.8265,6.9712,-0.999216,-1.038317,  22.4939, 50.9, 22.3
SEAFET02059,11/14/2022 19:00:00,39,0000,6.8257,6.9699,-0.999271,-1.038392,  22.4852, 50.9, 22.3
SEAFET02059,11/14/2022 19:30:00,40,0000,6.8260,6.9704,-0.999250,-1.038365,  22.4844, 50.9, 22.3
SEAFET02059,11/14/2022 20:00:00,41,0000,6.8262,6.9704,-0.999237,-1.038363,  22.4852, 50.9, 22.3
SEAFET02059,11/14/2022 20:30:00,42,0000,6.8262,6.9707,-0.999244,-1.038345,  22.4774, 51.0, 22.3
SEAFET02059,11/14/2022 21:00:00,43,0000,6.8270,6.9713,-0.999210,-1.038311,  22.4596, 51.0, 22.3
SEAFET02059,11/14/2022 21:30:00,44,0000,6.8272,6.9720,-0.999210,-1.038277,  22.4387, 51.0, 22.2
SEAFET02059,11/14/2022 22:00:00,45,0000,6.8276,6.9726,-0.999202,-1.038245,  22.4201, 50.9, 22.2
SEAFET02059,11/14/2022 22:30:00,46,0000,6.8274,6.9719,-0.999219,-1.038286,  22.4124, 51.0, 22.2
SEAFET02059,11/14/2022 23:00:00,47,0000,6.8253,6.9699,-0.999332,-1.038401,  22.4201, 50.9, 22.2
SEAFET02059,11/14/2022 23:30:00,48,0000,6.8256,6.9703,-0.999303,-1.038376,  22.4381, 50.9, 22.3
SEAFET02059,11/15/2022 00:00:00,49,0000,6.8256,6.9702,-0.999290,-1.038376,  22.4619, 50.9, 22.3
SEAFET02059,11/15/2022 00:30:00,50,0000,6.8259,6.9704,-0.999253,-1.038364,  22.4890, 50.9, 22.3
SEAFET02059,11/15/2022 01:00:00,51,0000,6.8256,6.9705,-0.999253,-1.038353,  22.5165, 50.9, 22.3
SEAFET02059,11/15/2022 01:30:00,52,0000,6.8248,6.9692,-0.999285,-1.038425,  22.5447, 51.0, 22.4
SEAFET02059,11/15/2022 02:00:00,53,0000,6.8245,6.9693,-0.999282,-1.038417,  22.5709, 51.0, 22.4
SEAFET02059,11/15/2022 02:30:00,54,0000,6.8243,6.9688,-0.999279,-1.038438,  22.5943, 51.0, 22.4
SEAFET02059,11/15/2022 03:00:00,55,0000,6.8239,6.9687,-0.999292,-1.038442,  22.6154, 51.0, 22.5
SEAFET02059,11/15/2022 03:30:00,56,0000,6.8239,6.9684,-0.999277,-1.038455,  22.6338, 51.0, 22.5
SEAFET02059,11/15/2022 04:00:00,57,0000,6.8234,6.9680,-0.999294,-1.038478,  22.6492, 51.0, 22.5
SEAFET02059,11/15/2022 04:30:00,58,0000,6.8227,6.9675,-0.999332,-1.038506,  22.6628, 51.0, 22.5
SEAFET02059,11/15/2022 05:00:00,59,0000,6.8230,6.9680,-0.999304,-1.038474,  22.6748, 51.0, 22.5
SEAFET02059,11/15/2022 05:30:00,60,0000,6.8222,6.9669,-0.999345,-1.038541,  22.6848, 51.0, 22.5
SEAFET02059,11/15/2022 06:00:00,61,0000,6.8220,6.9670,-0.999349,-1.038530,  22.6932, 51.0, 22.5
SEAFET02059,11/15/2022 06:30:00,62,0000,6.8220,6.9669,-0.999349,-1.038537,  22.6988, 51.0, 22.5
SEAFET02059,11/15/2022 07:00:00,63,0000,6.8222,6.9671,-0.999331,-1.038522,  22.7042, 51.0, 22.5
SEAFET02059,11/15/2022 07:30:00,64,0000,6.8214,6.9663,-0.999375,-1.038570,  22.7088, 51.0, 22.5
SEAFET02059,11/15/2022 08:00:00,65,0000,6.8215,6.9665,-0.999369,-1.038558,  22.7113, 51.0, 22.5
SEAFET02059,11/15/2022 08:30:00,66,0000,6.8214,6.9667,-0.999371,-1.038545,  22.7123, 51.0, 22.5
SEAFET02059,11/15/2022 09:00:00,67,0000,6.8219,6.9666,-0.999343,-1.038553,  22.7127, 51.0, 22.5
SEAFET02059,11/15/2022 09:30:00,68,0000,6.8209,6.9660,-0.999405,-1.038586,  22.7119, 51.0, 22.5
SEAFET02059,11/15/2022 10:00:00,69,0000,6.8213,6.9666,-0.999382,-1.038554,  22.7108, 51.0, 22.5
SEAFET02059,11/15/2022 10:30:00,70,0000,6.8215,6.9666,-0.999372,-1.038553,  22.7088, 51.0, 22.5
SEAFET02059,11/15/2022 11:00:00,71,0000,6.8215,6.9665,-0.999372,-1.038559,  22.7065, 51.0, 22.5
SEAFET02059,11/15/2022 11:30:00,72,0000,6.8213,6.9666,-0.999383,-1.038551,  22.7036, 51.0, 22.5
SEAFET02059,11/15/2022 12:00:00,73,0000,6.8218,6.9672,-0.999356,-1.038519,  22.7011, 51.0, 22.5
SEAFET02059,11/15/2022 12:30:00,74,0000,6.8214,6.9664,-0.999386,-1.038564,  22.6965, 51.0, 22.5
SEAFET02059,11/15/2022 13:00:00,75,0000,6.8209,6.9662,-0.999414,-1.038579,  22.6934, 51.0, 22.5
SEAFET02059,11/15/2022 13:30:00,76,0000,6.8203,6.9659,-0.999451,-1.038598,  22.6891, 51.0, 22.5
SEAFET02059,11/15/2022 14:00:00,77,0000,6.8209,6.9659,-0.999422,-1.038598,  22.6856, 51.0, 22.5
SEAFET02059,11/15/2022 14:30:00,78,0000,6.8210,6.9666,-0.999415,-1.038554,  22.6825, 51.0, 22.5
SEAFET02059,11/15/2022 15:00:00,79,0000,6.8202,6.9658,-0.999462,-1.038604,  22.6804, 51.0, 22.5
SEAFET02059,11/15/2022 15:30:00,80,0000,6.8208,6.9661,-0.999430,-1.038587,  22.6825, 51.0, 22.5
SEAFET02059,11/15/2022 16:00:00,81,0000,6.8201,6.9658,-0.999467,-1.038603,  22.6856, 51.0, 22.5
SEAFET02059,11/15/2022 16:30:00,82,0000,6.8203,6.9661,-0.999462,-1.038589,  22.6767, 51.0, 22.4
SEAFET02059,11/15/2022 17:00:00,83,0000,6.8207,6.9665,-0.999448,-1.038567,  22.6570, 51.0, 22.4
SEAFET02059,11/15/2022 17:30:00,84,0000,6.8214,6.9672,-0.999424,-1.038528,  22.6338, 51.0, 22.3
SEAFET02059,11/15/2022 18:00:00,85,0000,6.8225,6.9683,-0.999376,-1.038470,  22.6113, 51.0, 22.3
SEAFET02059,11/15/2022 18:30:00,86,0000,6.8222,6.9679,-0.999405,-1.038494,  22.5933, 51.0, 22.3
SEAFET02059,11/15/2022 19:00:00,87,0000,6.8217,6.9677,-0.999443,-1.038505,  22.5778, 51.0, 22.3
SEAFET02059,11/15/2022 19:30:00,88,0000,6.8210,6.9668,-0.999495,-1.038561,  22.5606, 51.0, 22.3
SEAFET02059,11/15/2022 20:00:00,89,0000,6.8215,6.9675,-0.999479,-1.038525,  22.5411, 51.0, 22.3
SEAFET02059,11/15/2022 20:30:00,90,0000,6.8219,6.9681,-0.999471,-1.038494,  22.5213, 51.0, 22.3
SEAFET02059,11/15/2022 21:00:00,91,0000,6.8220,6.9683,-0.999477,-1.038485,  22.4979, 51.0, 22.2
SEAFET02059,11/15/2022 21:30:00,92,0000,6.8234,6.9700,-0.999413,-1.038392,  22.4681, 51.0, 22.2
SEAFET02059,11/15/2022 22:00:00,93,0000,6.8229,6.9692,-0.999459,-1.038437,  22.4411, 50.9, 22.2
SEAFET02059,11/15/2022 22:30:00,94,0000,6.8229,6.9695,-0.999468,-1.038423,  22.4279, 50.9, 22.2
SEAFET02059,11/15/2022 23:00:00,95,0000,6.8216,6.9682,-0.999540,-1.038498,  22.4356, 51.0, 22.2
SEAFET02059,11/15/2022 23:30:00,96,0000,6.8218,6.9681,-0.999519,-1.038499,  22.4565, 50.9, 22.2
SEAFET02059,11/16/2022 00:00:00,97,0000,6.8212,6.9673,-0.999533,-1.038544,  22.4871, 50.9, 22.3
SEAFET02059,11/16/2022 00:30:00,98,0000,6.8218,6.9679,-0.999478,-1.038507,  22.5192, 50.9, 22.3
SEAFET02059,11/16/2022 01:00:00,99,0000,6.8213,6.9674,-0.999483,-1.038528,  22.5554, 51.0, 22.3
SEAFET02059,11/16/2022 01:30:00,100,0000,6.8207,6.9670,-0.999494,-1.038547,  22.5920, 51.0, 22.4
SEAFET02059,11/16/2022 02:00:00,101,0000,6.8203,6.9663,-0.999494,-1.038581,  22.6272, 51.0, 22.4
SEAFET02059,11/16/2022 02:30:00,102,0000,6.8195,6.9658,-0.999518,-1.038608,  22.6593, 51.0, 22.4
SEAFET02059,11/16/2022 03:00:00,103,0000,6.8188,6.9647,-0.999544,-1.038665,  22.6879, 51.0, 22.5
SEAFET02059,11/16/2022 03:30:00,104,0000,6.8189,6.9649,-0.999523,-1.038649,  22.7123, 51.0, 22.5
SEAFET02059,11/16/2022 04:00:00,105,0000,6.8184,6.9645,-0.999534,-1.038671,  22.7349, 51.0, 22.5
SEAFET02059,11/16/2022 04:30:00,106,0000,6.8172,6.9636,-0.999590,-1.038722,  22.7545, 51.0, 22.6
SEAFET02059,11/16/2022 05:00:00,107,0000,6.8168,6.9631,-0.999608,-1.038749,  22.7713, 51.0, 22.6
SEAFET02059,11/16/2022 05:30:00,108,0000,6.8168,6.9629,-0.999596,-1.038760,  22.7847, 51.0, 22.6
SEAFET02059,11/16/2022 06:00:00,109,0000,6.8168,6.9631,-0.999589,-1.038745,  22.7970, 51.0, 22.6
SEAFET02059,11/16/2022 06:30:00,110,0000,6.8162,6.9627,-0.999614,-1.038766,  22.8079, 51.0, 22.6
SEAFET02059,11/16/2022 07:00:00,111,0000,6.8160,6.9623,-0.999621,-1.038789,  22.8156, 51.0, 22.6
SEAFET02059,11/16/2022 07:30:00,112,0000,6.8159,6.9624,-0.999622,-1.038785,  22.8234, 51.0, 22.6
SEAFET02059,11/16/2022 08:00:00,113,0000,6.8157,6.9620,-0.999631,-1.038805,  22.8288, 51.0, 22.6
SEAFET02059,11/16/2022 08:30:00,114,0000,6.8162,6.9623,-0.999601,-1.038788,  22.8342, 51.0, 22.6
SEAFET02059,11/16/2022 09:00:00,115,0000,6.8154,6.9621,-0.999644,-1.038800,  22.8365, 51.1, 22.6
SEAFET02059,11/16/2022 09:30:00,116,0000,6.8148,6.9613,-0.999678,-1.038847,  22.8388, 51.0, 22.6
SEAFET02059,11/16/2022 10:00:00,117,0000,6.8156,6.9619,-0.999633,-1.038808,  22.8388, 51.1, 22.6
SEAFET02059,11/16/2022 10:30:00,118,0000,6.8154,6.9617,-0.999645,-1.038821,  22.8365, 51.0, 22.6
SEAFET02059,11/16/2022 11:00:00,119,0000,6.8155,6.9620,-0.999641,-1.038806,  22.8338, 51.1, 22.6
SEAFET02059,11/16/2022 11:30:00,120,0000,6.8155,6.9619,-0.999642,-1.038811,  22.8299, 51.0, 22.6
SEAFET02059,11/16/2022 12:00:00,121,0000,6.8152,6.9618,-0.999667,-1.038816,  22.8249, 51.1, 22.6
SEAFET02059,11/16/2022 12:30:00,122,0000,6.8154,6.9621,-0.999655,-1.038800,  22.8191, 51.1, 22.6
SEAFET02059,11/16/2022 13:00:00,123,0000,6.8154,6.9619,-0.999660,-1.038813,  22.8127, 51.1, 22.6
SEAFET02059,11/16/2022 13:30:00,124,0000,6.8152,6.9618,-0.999678,-1.038820,  22.8056, 51.1, 22.6
SEAFET02059,11/16/2022 14:00:00,125,0000,6.8146,6.9612,-0.999718,-1.038857,  22.7990, 51.1, 22.6
SEAFET02059,11/16/2022 14:30:00,126,0000,6.8149,6.9616,-0.999703,-1.038837,  22.7924, 51.1, 22.6
SEAFET02059,11/16/2022 15:00:00,127,0000,6.8154,6.9621,-0.999679,-1.038807,  22.7870, 51.1, 22.6
SEAFET02059,11/16/2022 15:30:00,128,0000,6.8147,6.9614,-0.999720,-1.038845,  22.7854, 51.1, 22.6
SEAFET02059,11/16/2022 16:00:00,129,0000,6.8150,6.9618,-0.999699,-1.038821,  22.7870, 51.0, 22.6
SEAFET02059,11/16/2022 16:30:00,130,0000,6.8151,6.9615,-0.999694,-1.038841,  22.7912, 51.1, 22.6
SEAFET02059,11/16/2022 17:00:00,131,0000,6.8154,6.9619,-0.999676,-1.038814,  22.7928, 51.0, 22.6
SEAFET02059,11/16/2022 17:30:00,132,0000,6.8149,6.9617,-0.999705,-1.038827,  22.7851, 51.1, 22.6
SEAFET02059,11/16/2022 18:00:00,133,0000,6.8152,6.9622,-0.999700,-1.038802,  22.7684, 51.1, 22.5
SEAFET02059,11/16/2022 18:30:00,134,0000,6.8161,6.9630,-0.999663,-1.038759,  22.7429, 51.1, 22.5
SEAFET02059,11/16/2022 19:00:00,135,0000,6.8069,6.9538,-1.000225,-1.039304,  22.7137, 51.1, 22.5
SEAFET02059,11/16/2022 19:30:00,136,0000,6.8083,6.9546,-1.000037,-1.039231,  22.8710, 50.9, 23.0
SEAFET02059,11/16/2022 20:00:00,137,0000,6.8039,6.9486,-1.000073,-1.039537,  23.2188, 51.0, 23.5
SEAFET02059,11/16/2022 20:30:00,138,0000,6.8000,6.9438,-1.000052,-1.039764,  23.5989, 51.0, 23.9
SEAFET02059,11/16/2022 21:00:00,139,0000,6.7964,6.9398,-1.000030,-1.039948,  23.9636, 51.1, 24.2
SEAFET02059,11/16/2022 21:30:00,140,0000,6.7920,6.9359,-1.000070,-1.040128,  24.2943, 51.2, 24.5
SEAFET02059,11/16/2022 22:00:00,141,0000,6.7891,6.9334,-1.000068,-1.040238,  24.5600, 51.3, 24.8
SEAFET02059,11/16/2022 22:30:00,142,0000,6.7872,6.9316,-1.000045,-1.040316,  24.7677, 51.4, 24.9
SEAFET02059,11/16/2022 23:00:00,143,0000,6.7864,6.9314,-0.999981,-1.040305,  24.9382, 51.5, 25.0
SEAFET02059,11/16/2022 23:30:00,144,0000,6.7843,6.9292,-1.000013,-1.040413,  25.0799, 51.5, 25.1
SEAFET02059,11/17/2022 00:00:00,145,0000,6.7814,6.9266,-1.000118,-1.040558,  25.1804, 51.6, 25.2
SEAFET02059,11/17/2022 00:30:00,146,0000,6.7792,6.9246,-1.000195,-1.040664,  25.2665, 51.7, 25.3
SEAFET02059,11/17/2022 01:00:00,147,0000,6.7787,6.9238,-1.000173,-1.040696,  25.3442, 51.7, 25.4
SEAFET02059,11/17/2022 01:30:00,148,0000,6.7777,6.9231,-1.000183,-1.040731,  25.4173, 51.7, 25.4
SEAFET02059,11/17/2022 02:00:00,149,0000,6.7776,6.9227,-1.000142,-1.040741,  25.4861, 51.7, 25.4
SEAFET02059,11/17/2022 02:30:00,150,0000,6.7784,6.9237,-1.000053,-1.040678,  25.5496, 51.7, 25.5
SEAFET02059,11/17/2022 03:00:00,151,0000,6.7789,6.9239,-0.999987,-1.040656,  25.6055, 51.8, 25.6
SEAFET02059,11/17/2022 03:30:00,152,0000,6.7793,6.9244,-0.999936,-1.040621,  25.6517, 51.8, 25.6
SEAFET02059,11/17/2022 04:00:00,153,0000,6.7783,6.9232,-0.999967,-1.040688,  25.6898, 51.8, 25.6
SEAFET02059,11/17/2022 04:30:00,154,0000,6.7782,6.9227,-0.999952,-1.040708,  25.7231, 51.8, 25.7
SEAFET02059,11/17/2022 05:00:00,155,0000,6.7776,6.9217,-0.999967,-1.040766,  25.7515, 51.8, 25.7
SEAFET02059,11/17/2022 05:30:00,156,0000,6.7773,6.9212,-0.999971,-1.040790,  25.7741, 51.9, 25.7
SEAFET02059,11/17/2022 06:00:00,157,0000,6.7772,6.9209,-0.999970,-1.040811,  25.7893, 51.8, 25.7
SEAFET02059,11/17/2022 06:30:00,158,0000,6.7770,6.9209,-0.999977,-1.040807,  25.7970, 51.9, 25.7
SEAFET02059,11/17/2022 07:00:00,159,0000,6.7775,6.9213,-0.999946,-1.040781,  25.7947, 51.9, 25.7
SEAFET02059,11/17/2022 07:30:00,160,0000,6.7770,6.9206,-0.999990,-1.040828,  25.7752, 51.9, 25.7
SEAFET02059,11/17/2022 08:00:00,161,0000,6.7778,6.9216,-0.999968,-1.040775,  25.7353, 51.9, 25.7
SEAFET02059,11/17/2022 08:30:00,162,0000,6.7783,6.9219,-0.999972,-1.040761,  25.6850, 51.9, 25.6
SEAFET02059,11/17/2022 09:00:00,163,0000,6.7784,6.9223,-0.999998,-1.040745,  25.6352, 51.9, 25.6
SEAFET02059,11/17/2022 09:30:00,164,0000,6.7789,6.9228,-0.999999,-1.040723,  25.5849, 51.9, 25.5
SEAFET02059,11/17/2022 10:00:00,165,0000,6.7797,6.9237,-0.999986,-1.040676,  25.5356, 51.9, 25.5
SEAFET02059,11/17/2022 10:30:00,166,0000,6.7811,6.9250,-0.999940,-1.040609,  25.4834, 51.9, 25.4
SEAFET02059,11/17/2022 11:00:00,167,0000,6.7815,6.9260,-0.999950,-1.040555,  25.4254, 51.9, 25.4
SEAFET02059,11/17/2022 11:30:00,168,0000,6.7822,6.9269,-0.999948,-1.040510,  25.3663, 51.9, 25.3
SEAFET02059,11/17/2022 12:00:00,169,0000,6.7833,6.9276,-0.999927,-1.040481,  25.3046, 51.9, 25.2
SEAFET02059,11/17/2022 12:30:00,170,0000,6.7838,6.9286,-0.999936,-1.040431,  25.2410, 51.9, 25.2
SEAFET02059,11/17/2022 13:00:00,171,0000,6.7732,6.9188,-1.000605,-1.041018,  25.1772, 51.8, 25.1
SEAFET02059,11/17/2022 13:30:00,172,0000,6.7715,6.9187,-1.000744,-1.041029,  25.1207, 51.9, 25.0
SEAFET02059,11/17/2022 14:00:00,173,0000,6.7697,6.9187,-1.000888,-1.041041,  25.0633, 51.8, 25.1
SEAFET02059,11/17/2022 14:30:00,174,0000,7.4318,7.6028,-0.962364,-1.000790,  24.2299, 51.9, 24.8
SEAFET02059,11/17/2022 15:00:00,175,0000,7.7896,7.8837,-0.939097,-0.983384,  26.7419, 51.5, 26.6
SEAFET02059,11/17/2022 15:30:00,176,0000,7.8465,7.8586,-0.935429,-0.984775,  27.0603, 52.0, 27.2
SEAFET02059,11/17/2022 16:00:00,177,0000,7.8886,7.8999,-0.932773,-0.982258,  27.2334, 52.2, 27.3
SEAFET02059,11/17/2022 16:30:00,178,0000,7.9070,7.9109,-0.931660,-0.981595,  27.2515, 52.2, 27.4
SEAFET02059,11/17/2022 17:00:00,179,0000,7.9181,7.9173,-0.931050,-0.981237,  27.1899, 52.3, 27.3
SEAFET02059,11/17/2022 17:30:00,180,0000,7.9352,7.9319,-0.930029,-0.980363,  27.1925, 52.3, 27.3
SEAFET02059,11/17/2022 18:00:00,181,0000,7.9392,7.9343,-0.929782,-0.980218,  27.2025, 52.3, 27.3
SEAFET02059,11/17/2022 18:30:00,182,0000,7.9529,7.9468,-0.928937,-0.979459,  27.2349, 52.3, 27.3
SEAFET02059,11/17/2022 19:00:00,183,0000,7.9582,7.9513,-0.928594,-0.979183,  27.2678, 52.3, 27.3
SEAFET02059,11/17/2022 19:30:00,184,0000,7.9608,7.9537,-0.928445,-0.979040,  27.2611, 52.3, 27.3
SEAFET02059,11/17/2022 20:00:00,185,0000,7.9642,7.9562,-0.928262,-0.978898,  27.2376, 52.4, 27.3
SEAFET02059,11/17/2022 20:30:00,186,0000,7.9646,7.9564,-0.928237,-0.978887,  27.2408, 52.4, 27.3
SEAFET02059,11/17/2022 21:00:00,187,0000,7.9641,7.9563,-0.928246,-0.978884,  27.2611, 52.4, 27.3
SEAFET02059,11/17/2022 21:30:00,188,0000,7.9628,7.9547,-0.928311,-0.978979,  27.2744, 52.4, 27.3
SEAFET02059,11/17/2022 22:00:00,189,0000,7.9572,7.9493,-0.928679,-0.979313,  27.2376, 52.4, 27.3
SEAFET02059,11/17/2022 22:30:00,190,0000,7.9380,7.9304,-0.929852,-0.980446,  27.2037, 52.4, 27.2
SEAFET02059,11/17/2022 23:00:00,191,0000,7.9353,7.9278,-0.930034,-0.980613,  27.1798, 52.4, 27.2
SEAFET02059,11/17/2022 23:30:00,192,0000,7.9203,7.9127,-0.930943,-0.981518,  27.1642, 52.4, 27.2
SEAFET02059,11/18/2022 00:00:00,193,0000,7.9096,7.9020,-0.931595,-0.982162,  27.1493, 52.3, 27.2
SEAFET02059,11/18/2022 00:30:00,194,0000,7.8976,7.8898,-0.932326,-0.982894,  27.1321, 52.3, 27.2
SEAFET02059,11/18/2022 01:00:00,195,0000,7.8883,7.8805,-0.932889,-0.983450,  27.1220, 52.4, 27.2
SEAFET02059,11/18/2022 01:30:00,196,0000,7.8956,7.8876,-0.932466,-0.983035,  27.1041, 52.3, 27.1
SEAFET02059,11/18/2022 02:00:00,197,0000,7.8866,7.8790,-0.933021,-0.983551,  27.0879, 52.4, 27.1
SEAFET02059,11/18/2022 02:30:00,198,0000,7.8757,7.8692,-0.933678,-0.984136,  27.0783, 52.3, 27.1
SEAFET02059,11/18/2022 03:00:00,199,0000,7.8671,7.8608,-0.934184,-0.984636,  27.0807, 52.3, 27.1
SEAFET02059,11/18/2022 03:30:00,200,0000,7.8621,7.8565,-0.934485,-0.984893,  27.0807, 52.3, 27.1
SEAFET02059,11/18/2022 04:00:00,201,0000,7.8572,7.8515,-0.934783,-0.985194,  27.0760, 52.3, 27.1
SEAFET02059,11/18/2022 04:30:00,202,0000,7.8526,7.8474,-0.935081,-0.985449,  27.0444, 52.3, 27.1
SEAFET02059,11/18/2022 05:00:00,203,0000,7.8478,7.8432,-0.935379,-0.985701,  27.0336, 52.3, 27.0
SEAFET02059,11/18/2022 05:30:00,204,0000,7.8451,7.8406,-0.935544,-0.985859,  27.0276, 52.3, 27.1
SEAFET02059,11/18/2022 06:00:00,205,0000,7.8402,7.8363,-0.935837,-0.986113,  27.0276, 52.3, 27.0
SEAFET02059,11/18/2022 06:30:00,206,0000,7.8360,7.8326,-0.936074,-0.986328,  27.0432, 52.3, 27.0
SEAFET02059,11/18/2022 07:00:00,207,0000,7.8354,7.8319,-0.936100,-0.986369,  27.0545, 52.3, 27.1
SEAFET02059,11/18/2022 07:30:00,208,0000,7.8313,7.8286,-0.936285,-0.986543,  27.1174, 52.3, 27.1
SEAFET02059,11/18/2022 08:00:00,209,0000,7.8293,7.8264,-0.936411,-0.986676,  27.1092, 52.3, 27.2
SEAFET02059,11/18/2022 08:30:00,210,0000,7.8284,7.8250,-0.936490,-0.986766,  27.0830, 52.3, 27.1
SEAFET02059,11/18/2022 09:00:00,211,0000,7.8265,7.8228,-0.936620,-0.986907,  27.0665, 52.3, 27.1
SEAFET02059,11/18/2022 09:30:00,212,0000,7.8175,7.8138,-0.937175,-0.987450,  27.0409, 52.3, 27.1
SEAFET02059,11/18/2022 10:00:00,213,0000,7.8205,7.8167,-0.937028,-0.987285,  27.0069, 52.3, 27.0
SEAFET02059,11/18/2022 10:30:00,214,0000,7.8235,7.8192,-0.936890,-0.987153,  26.9620, 52.3, 27.0
SEAFET02059,11/18/2022 11:00:00,215,0000,7.8238,7.8195,-0.936912,-0.987149,  26.9146, 52.3, 26.9
SEAFET02059,11/18/2022 11:30:00,216,0000,7.8234,7.8193,-0.936977,-0.987174,  26.8676, 52.3, 26.9
SEAFET02059,11/18/2022 12:00:00,217,0000,7.8239,7.8197,-0.937010,-0.987174,  26.7971, 52.3, 26.8
