53651 records to read
11/18/22	21:16:23	8966
11/18/22	21:16:24	8970
11/18/22	21:16:25	8976
11/18/22	21:16:26	8969
11/18/22	21:16:27	8969
11/18/22	21:16:29	8979
11/18/22	21:16:30	8764
11/18/22	21:16:31	9105
11/18/22	21:16:32	9072
11/18/22	21:16:33	9038
11/18/22	21:21:00	9139
11/18/22	21:21:01	9135
11/18/22	21:21:02	9122
11/18/22	21:21:03	9111
11/18/22	21:21:04	9098
11/18/22	21:21:05	9084
11/18/22	21:21:06	9067
11/18/22	21:21:07	9042
11/18/22	21:21:08	9083
11/18/22	21:21:09	9108
11/18/22	21:21:46	8310
11/18/22	21:21:47	9304
11/18/22	21:21:49	9293
11/18/22	21:21:50	9308
11/18/22	21:21:51	9321
11/18/22	21:21:52	9308
11/18/22	21:21:53	9312
11/18/22	21:21:54	9336
11/18/22	21:21:55	9344
11/18/22	21:21:56	9338
12/06/22	19:17:06	6731
12/06/22	19:17:07	6783
12/06/22	19:17:08	6729
12/06/22	19:17:09	6786
12/06/22	19:17:10	6690
12/06/22	19:17:11	6942
12/06/22	19:17:12	6919
12/06/22	19:17:14	6808
12/06/22	19:17:15	8392
12/06/22	19:17:16	9088
12/06/22	19:47:07	10826
12/06/22	19:47:08	10774
12/06/22	19:47:09	10757
12/06/22	19:47:10	10705
12/06/22	19:47:11	10648
12/06/22	19:47:12	10682
12/06/22	19:47:13	10694
12/06/22	19:47:14	10648
12/06/22	19:47:15	10752
12/06/22	19:47:17	10695
12/06/22	20:17:08	10428
12/06/22	20:17:09	10356
12/06/22	20:17:10	10481
12/06/22	20:17:11	10451
12/06/22	20:17:12	10346
12/06/22	20:17:13	10451
12/06/22	20:17:14	10479
12/06/22	20:17:15	10386
12/06/22	20:17:16	10460
12/06/22	20:17:17	10424
12/06/22	20:47:08	9981
12/06/22	20:47:09	9982
12/06/22	20:47:10	9968
12/06/22	20:47:11	9972
12/06/22	20:47:12	9913
12/06/22	20:47:13	9947
12/06/22	20:47:14	9911
12/06/22	20:47:15	9937
