time,lat,lon,sea_surface_temperature
12/31/81 9:25,25.97917,-80.97917,
12/31/81 9:25,25.97917,-80.93751,
12/31/81 9:25,25.97917,-80.895836,
12/31/81 9:25,25.97917,-80.85417,
12/31/81 9:25,25.97917,-80.81251,
12/31/81 9:25,25.97917,-80.770836,
12/31/81 9:25,25.97917,-80.72917,
12/31/81 9:25,25.97917,-80.68751,
12/31/81 9:25,25.97917,-80.645836,
12/31/81 9:25,25.97917,-80.60417,
12/31/81 9:25,25.97917,-80.56251,
12/31/81 9:25,25.97917,-80.520836,
12/31/81 9:25,25.97917,-80.47917,
12/31/81 9:25,25.97917,-80.43751,
12/31/81 9:25,25.97917,-80.395836,
12/31/81 9:25,25.97917,-80.35417,
12/31/81 9:25,25.97917,-80.31251,
12/31/81 9:25,25.97917,-80.270836,
12/31/81 9:25,25.97917,-80.22917,
12/31/81 9:25,25.97917,-80.18751,
12/31/81 9:25,25.97917,-80.145836,
12/31/81 9:25,25.97917,-80.10417,292.16998
12/31/81 9:25,25.97917,-80.06251,291.25998
12/31/81 9:25,25.97917,-80.020836,295.55
12/31/81 9:25,25.937502,-80.97917,
12/31/81 9:25,25.937502,-80.93751,
12/31/81 9:25,25.937502,-80.895836,
12/31/81 9:25,25.937502,-80.85417,
12/31/81 9:25,25.937502,-80.81251,
12/31/81 9:25,25.937502,-80.770836,
12/31/81 9:25,25.937502,-80.72917,
12/31/81 9:25,25.937502,-80.68751,
12/31/81 9:25,25.937502,-80.645836,
12/31/81 9:25,25.937502,-80.60417,
12/31/81 9:25,25.937502,-80.56251,
12/31/81 9:25,25.937502,-80.520836,
12/31/81 9:25,25.937502,-80.47917,
12/31/81 9:25,25.937502,-80.43751,
12/31/81 9:25,25.937502,-80.395836,
12/31/81 9:25,25.937502,-80.35417,
12/31/81 9:25,25.937502,-80.31251,
12/31/81 9:25,25.937502,-80.270836,
12/31/81 9:25,25.937502,-80.22917,
12/31/81 9:25,25.937502,-80.18751,
12/31/81 9:25,25.937502,-80.145836,294.63998
12/31/81 9:25,25.937502,-80.10417,293.43
12/31/81 9:25,25.937502,-80.06251,295.85
12/31/81 9:25,25.937502,-80.020836,295.85
12/31/81 9:25,25.895836,-80.97917,
12/31/81 9:25,25.895836,-80.93751,
12/31/81 9:25,25.895836,-80.895836,
12/31/81 9:25,25.895836,-80.85417,
12/31/81 9:25,25.895836,-80.81251,
12/31/81 9:25,25.895836,-80.770836,
12/31/81 9:25,25.895836,-80.72917,
12/31/81 9:25,25.895836,-80.68751,
12/31/81 9:25,25.895836,-80.645836,
12/31/81 9:25,25.895836,-80.60417,
12/31/81 9:25,25.895836,-80.56251,
12/31/81 9:25,25.895836,-80.520836,
12/31/81 9:25,25.895836,-80.47917,
12/31/81 9:25,25.895836,-80.43751,
12/31/81 9:25,25.895836,-80.395836,
12/31/81 9:25,25.895836,-80.35417,
12/31/81 9:25,25.895836,-80.31251,
12/31/81 9:25,25.895836,-80.270836,
12/31/81 9:25,25.895836,-80.22917,
12/31/81 9:25,25.895836,-80.18751,
12/31/81 9:25,25.895836,-80.145836,297.84
12/31/81 9:25,25.895836,-80.10417,294.06
12/31/81 9:25,25.895836,-80.06251,296.28998
12/31/81 9:25,25.895836,-80.020836,295.88998
12/31/81 9:25,25.85417,-80.97917,
12/31/81 9:25,25.85417,-80.93751,
12/31/81 9:25,25.85417,-80.895836,
12/31/81 9:25,25.85417,-80.85417,
12/31/81 9:25,25.85417,-80.81251,
12/31/81 9:25,25.85417,-80.770836,
12/31/81 9:25,25.85417,-80.72917,
12/31/81 9:25,25.85417,-80.68751,
12/31/81 9:25,25.85417,-80.645836,
12/31/81 9:25,25.85417,-80.60417,
12/31/81 9:25,25.85417,-80.56251,
12/31/81 9:25,25.85417,-80.520836,
12/31/81 9:25,25.85417,-80.47917,
12/31/81 9:25,25.85417,-80.43751,
12/31/81 9:25,25.85417,-80.395836,
12/31/81 9:25,25.85417,-80.35417,
12/31/81 9:25,25.85417,-80.31251,
12/31/81 9:25,25.85417,-80.270836,
12/31/81 9:25,25.85417,-80.22917,
12/31/81 9:25,25.85417,-80.18751,
12/31/81 9:25,25.85417,-80.145836,296.43
12/31/81 9:25,25.85417,-80.10417,296.43
12/31/81 9:25,25.85417,-80.06251,294.63
12/31/81 9:25,25.85417,-80.020836,296.71
12/31/81 9:25,25.812502,-80.97917,
12/31/81 9:25,25.812502,-80.93751,
12/31/81 9:25,25.812502,-80.895836,
12/31/81 9:25,25.812502,-80.85417,
12/31/81 9:25,25.812502,-80.81251,
12/31/81 9:25,25.812502,-80.770836,
12/31/81 9:25,25.812502,-80.72917,
12/31/81 9:25,25.812502,-80.68751,
12/31/81 9:25,25.812502,-80.645836,
12/31/81 9:25,25.812502,-80.60417,
12/31/81 9:25,25.812502,-80.56251,
12/31/81 9:25,25.812502,-80.520836,
12/31/81 9:25,25.812502,-80.47917,
12/31/81 9:25,25.812502,-80.43751,
12/31/81 9:25,25.812502,-80.395836,
12/31/81 9:25,25.812502,-80.35417,
12/31/81 9:25,25.812502,-80.31251,
12/31/81 9:25,25.812502,-80.270836,
12/31/81 9:25,25.812502,-80.22917,
12/31/81 9:25,25.812502,-80.18751,296.09
12/31/81 9:25,25.812502,-80.145836,294.06
12/31/81 9:25,25.812502,-80.10417,292.03
12/31/81 9:25,25.812502,-80.06251,291.69
12/31/81 9:25,25.812502,-80.020836,297.08
12/31/81 9:25,25.770836,-80.97917,
12/31/81 9:25,25.770836,-80.93751,
12/31/81 9:25,25.770836,-80.895836,
12/31/81 9:25,25.770836,-80.85417,
12/31/81 9:25,25.770836,-80.81251,
12/31/81 9:25,25.770836,-80.770836,
12/31/81 9:25,25.770836,-80.72917,
12/31/81 9:25,25.770836,-80.68751,
