reef,mean_daily_temp.max,mean_daily_temp.min,Temp.seasonal,maxDHW
Emerald_2022CRW,31.63,24.080000000000002,7.549999999999997,0
MacNorth_2022CRW,31.740000000000002,23.11,8.630000000000003,4.4109998927931375
Emerald_insitu,31.356563541666667,23.684187847222223,7.672375694444444,0
MacNorth_insitu,32.818899305555554,19.992193055555557,12.826706249999997,0.14981698668714774
