Season,reef,count,mean_temp,sd_temp,min_temp,max_temp,range_temp
Dry,Emerald,41808,25.324155094718716,0.8250857133481065,22.6163,27.6745,5.058199999999999
Dry,MacNorth,41808,24.845582560753922,1.8160655562328925,17.8869,28.8108,10.9239
Wet,Emerald,41430,29.405834023654357,1.4608221632022298,25.589,32.0304,6.441400000000002
Wet,MacNorth,58815,29.54218223752444,2.0603156778623917,22.3492,33.5489,11.199700000000004
