FrameSync,DateTime (UTC+00:00),Sample Number (#),Error Flags (#),External pH (pH),Internal pH (pH),External pH (Volt),Internal pH (Volt),pH Temperature (Celsius),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02058,11/15/2022 16:00:00,81,0000,7.0875,7.1135,-1.005704,-1.048480,  23.2063, 43.6, 22.7
SEAFET02058,11/15/2022 16:30:00,82,0000,7.0875,7.1135,-1.005707,-1.048481,  23.2032, 43.6, 22.6
SEAFET02058,11/15/2022 17:00:00,83,0000,7.0872,7.1135,-1.005729,-1.048481,  23.1948, 43.6, 22.6
SEAFET02058,11/15/2022 17:30:00,84,0000,7.0873,7.1140,-1.005729,-1.048456,  23.1829, 43.6, 22.6
SEAFET02058,11/15/2022 18:00:00,85,0000,7.0872,7.1139,-1.005739,-1.048462,  23.1743, 43.6, 22.6
SEAFET02058,11/15/2022 18:30:00,86,0000,7.0873,7.1141,-1.005737,-1.048451,  23.1710, 43.6, 22.6
SEAFET02058,11/15/2022 19:00:00,87,0000,7.0866,7.1134,-1.005774,-1.048490,  23.1718, 43.6, 22.6
SEAFET02058,11/15/2022 19:30:00,88,0000,7.0860,7.1128,-1.005811,-1.048526,  23.1720, 43.6, 22.6
SEAFET02058,11/15/2022 20:00:00,89,0000,7.0866,7.1134,-1.005776,-1.048495,  23.1737, 43.6, 22.6
SEAFET02058,11/15/2022 20:30:00,90,0000,7.0861,7.1129,-1.005805,-1.048521,  23.1755, 43.7, 22.6
SEAFET02058,11/15/2022 21:00:00,91,0000,7.0861,7.1129,-1.005808,-1.048524,  23.1720, 43.6, 22.6
SEAFET02058,11/15/2022 21:30:00,92,0000,7.0860,7.1128,-1.005819,-1.048529,  23.1619, 43.6, 22.6
SEAFET02058,11/15/2022 22:00:00,93,0000,7.0862,7.1131,-1.005813,-1.048510,  23.1511, 43.6, 22.5
SEAFET02058,11/15/2022 22:30:00,94,0000,7.0856,7.1130,-1.005850,-1.048520,  23.1478, 43.6, 22.5
SEAFET02058,11/15/2022 23:00:00,95,0000,7.0857,7.1130,-1.005839,-1.048516,  23.1564, 43.6, 22.5
SEAFET02058,11/15/2022 23:30:00,96,0000,7.0855,7.1129,-1.005841,-1.048521,  23.1751, 43.6, 22.5
SEAFET02058,11/16/2022 00:00:00,97,0000,7.0846,7.1124,-1.005878,-1.048547,  23.1985, 43.6, 22.6
SEAFET02058,11/16/2022 00:30:00,98,0000,7.0839,7.1121,-1.005908,-1.048564,  23.2242, 43.6, 22.6
SEAFET02058,11/16/2022 01:00:00,99,0000,7.0829,7.1116,-1.005950,-1.048585,  23.2495, 43.6, 22.6
SEAFET02058,11/16/2022 01:30:00,100,0000,7.0830,7.1111,-1.005930,-1.048614,  23.2741, 43.7, 22.6
SEAFET02058,11/16/2022 02:00:00,101,0000,7.0819,7.1099,-1.005979,-1.048679,  23.2975, 43.7, 22.7
SEAFET02058,11/16/2022 02:30:00,102,0000,7.0818,7.1096,-1.005974,-1.048700,  23.3186, 43.7, 22.7
SEAFET02058,11/16/2022 03:00:00,103,0000,7.0817,7.1095,-1.005972,-1.048703,  23.3373, 43.7, 22.7
SEAFET02058,11/16/2022 03:30:00,104,0000,7.0805,7.1079,-1.006033,-1.048796,  23.3552, 43.7, 22.7
SEAFET02058,11/16/2022 04:00:00,105,0000,7.0809,7.1077,-1.005999,-1.048801,  23.3691, 43.7, 22.8
SEAFET02058,11/16/2022 04:30:00,106,0000,7.0808,7.1074,-1.006002,-1.048820,  23.3817, 43.7, 22.8
SEAFET02058,11/16/2022 05:00:00,107,0000,7.0811,7.1073,-1.005976,-1.048824,  23.3919, 43.7, 22.8
SEAFET02058,11/16/2022 05:30:00,108,0000,7.0818,7.1076,-1.005927,-1.048806,  23.4012, 43.7, 22.8
SEAFET02058,11/16/2022 06:00:00,109,0000,7.0819,7.1074,-1.005918,-1.048817,  23.4081, 43.7, 22.8
SEAFET02058,11/16/2022 06:30:00,110,0000,7.0825,7.1076,-1.005881,-1.048805,  23.4129, 43.7, 22.8
SEAFET02058,11/16/2022 07:00:00,111,0000,7.0821,7.1073,-1.005901,-1.048818,  23.4161, 43.7, 22.8
SEAFET02058,11/16/2022 07:30:00,112,0000,7.0824,7.1076,-1.005886,-1.048805,  23.4184, 43.7, 22.8
SEAFET02058,11/16/2022 08:00:00,113,0000,7.0823,7.1074,-1.005893,-1.048813,  23.4184, 43.7, 22.8
SEAFET02058,11/16/2022 08:30:00,114,0000,7.0822,7.1072,-1.005895,-1.048826,  23.4180, 43.7, 22.8
SEAFET02058,11/16/2022 09:00:00,115,0000,7.0823,7.1073,-1.005893,-1.048821,  23.4152, 43.7, 22.8
SEAFET02058,11/16/2022 09:30:00,116,0000,7.0819,7.1069,-1.005915,-1.048842,  23.4113, 43.8, 22.8
SEAFET02058,11/16/2022 10:00:00,117,0000,7.0823,7.1073,-1.005896,-1.048821,  23.4051, 43.7, 22.9
SEAFET02058,11/16/2022 10:30:00,118,0000,7.0832,7.1084,-1.005850,-1.048757,  23.3983, 43.7, 22.8
SEAFET02058,11/16/2022 11:00:00,119,0000,7.0827,7.1078,-1.005885,-1.048793,  23.3909, 43.7, 22.8
SEAFET02058,11/16/2022 11:30:00,120,0000,7.0823,7.1078,-1.005914,-1.048795,  23.3817, 43.7, 22.8
SEAFET02058,11/16/2022 12:00:00,121,0000,7.0819,7.1075,-1.005940,-1.048816,  23.3714, 43.7, 22.8
SEAFET02058,11/16/2022 12:30:00,122,0000,7.0825,7.1082,-1.005910,-1.048776,  23.3607, 43.7, 22.8
SEAFET02058,11/16/2022 13:00:00,123,0000,7.0829,7.1084,-1.005894,-1.048767,  23.3494, 43.7, 22.8
SEAFET02058,11/16/2022 13:30:00,124,0000,7.0827,7.1081,-1.005913,-1.048783,  23.3373, 43.7, 22.7
SEAFET02058,11/16/2022 14:00:00,125,0000,7.0824,7.1082,-1.005937,-1.048777,  23.3264, 43.7, 22.8
SEAFET02058,11/16/2022 14:30:00,126,0000,7.0827,7.1084,-1.005923,-1.048769,  23.3163, 43.7, 22.8
SEAFET02058,11/16/2022 15:00:00,127,0000,7.0827,7.1086,-1.005930,-1.048756,  23.3088, 43.7, 22.7
SEAFET02058,11/16/2022 15:30:00,128,0000,7.0826,7.1084,-1.005938,-1.048773,  23.3030, 43.7, 22.8
SEAFET02058,11/16/2022 16:00:00,129,0000,7.0821,7.1080,-1.005969,-1.048796,  23.3024, 43.7, 22.8
SEAFET02058,11/16/2022 16:30:00,130,0000,7.0826,7.1078,-1.005939,-1.048802,  23.3049, 43.7, 22.7
SEAFET02058,11/16/2022 17:00:00,131,0000,7.0821,7.1076,-1.005962,-1.048817,  23.3080, 43.7, 22.8
SEAFET02058,11/16/2022 17:30:00,132,0000,7.0823,7.1078,-1.005951,-1.048806,  23.3078, 43.7, 22.8
SEAFET02058,11/16/2022 18:00:00,133,0000,7.0819,7.1075,-1.005979,-1.048824,  23.3034, 43.7, 22.7
SEAFET02058,11/16/2022 18:30:00,134,0000,7.0813,7.1073,-1.006019,-1.048837,  23.2975, 43.7, 22.7
SEAFET02058,11/16/2022 19:00:00,135,0000,7.0764,7.1052,-1.006297,-1.048956,  23.3076, 43.8, 22.8
SEAFET02058,11/16/2022 19:30:00,136,0000,7.0751,7.1005,-1.006238,-1.049205,  23.5564, 43.8, 23.2
SEAFET02058,11/16/2022 20:00:00,137,0000,7.0718,7.0924,-1.006206,-1.049631,  23.9572, 43.9, 23.5
SEAFET02058,11/16/2022 20:30:00,138,0000,7.0677,7.0850,-1.006225,-1.050017,  24.3582, 44.0, 23.9
SEAFET02058,11/16/2022 21:00:00,139,0000,7.0646,7.0805,-1.006202,-1.050239,  24.7228, 44.1, 24.2
SEAFET02058,11/16/2022 21:30:00,140,0000,7.0620,7.0779,-1.006171,-1.050354,  25.0430, 44.2, 24.5
SEAFET02058,11/16/2022 22:00:00,141,0000,7.0596,7.0759,-1.006175,-1.050449,  25.2845, 44.2, 24.7
SEAFET02058,11/16/2022 22:30:00,142,0000,7.0579,7.0748,-1.006179,-1.050489,  25.4597, 44.3, 24.9
SEAFET02058,11/16/2022 23:00:00,143,0000,7.0559,7.0743,-1.006220,-1.050505,  25.5997, 44.4, 25.0
SEAFET02058,11/16/2022 23:30:00,144,0000,7.0558,7.0742,-1.006162,-1.050497,  25.7105, 44.4, 25.2
SEAFET02058,11/17/2022 00:00:00,145,0000,7.0538,7.0737,-1.006241,-1.050517,  25.7797, 44.4, 25.2
SEAFET02058,11/17/2022 00:30:00,146,0000,7.0532,7.0734,-1.006242,-1.050529,  25.8416, 44.5, 25.3
SEAFET02058,11/17/2022 01:00:00,147,0000,7.0530,7.0737,-1.006219,-1.050504,  25.8995, 44.5, 25.4
SEAFET02058,11/17/2022 01:30:00,148,0000,7.0528,7.0736,-1.006198,-1.050502,  25.9555, 44.5, 25.4
SEAFET02058,11/17/2022 02:00:00,149,0000,7.0514,7.0727,-1.006254,-1.050552,  26.0099, 44.5, 25.5
SEAFET02058,11/17/2022 02:30:00,150,0000,7.0513,7.0731,-1.006234,-1.050519,  26.0571, 44.6, 25.5
SEAFET02058,11/17/2022 03:00:00,151,0000,7.0512,7.0731,-1.006218,-1.050516,  26.0953, 44.6, 25.6
SEAFET02058,11/17/2022 03:30:00,152,0000,7.0509,7.0727,-1.006218,-1.050535,  26.1259, 44.6, 25.7
SEAFET02058,11/17/2022 04:00:00,153,0000,7.0509,7.0728,-1.006200,-1.050529,  26.1494, 44.6, 25.7
SEAFET02058,11/17/2022 04:30:00,154,0000,7.0502,7.0720,-1.006237,-1.050572,  26.1674, 44.6, 25.7
SEAFET02058,11/17/2022 05:00:00,155,0000,7.0505,7.0720,-1.006210,-1.050574,  26.1830, 44.6, 25.7
SEAFET02058,11/17/2022 05:30:00,156,0000,7.0507,7.0717,-1.006190,-1.050586,  26.1917, 44.6, 25.7
SEAFET02058,11/17/2022 06:00:00,157,0000,7.0509,7.0719,-1.006176,-1.050577,  26.1941, 44.6, 25.7
SEAFET02058,11/17/2022 06:30:00,158,0000,7.0520,7.0723,-1.006117,-1.050550,  26.1885, 44.7, 25.7
SEAFET02058,11/17/2022 07:00:00,159,0000,7.0517,7.0723,-1.006144,-1.050554,  26.1703, 44.7, 25.7
SEAFET02058,11/17/2022 07:30:00,160,0000,7.0525,7.0734,-1.006116,-1.050492,  26.1314, 44.7, 25.7
SEAFET02058,11/17/2022 08:00:00,161,0000,7.0531,7.0748,-1.006113,-1.050419,  26.0738, 44.6, 25.7
SEAFET02058,11/17/2022 08:30:00,162,0000,7.0534,7.0753,-1.006132,-1.050399,  26.0101, 44.7, 25.7
SEAFET02058,11/17/2022 09:00:00,163,0000,7.0540,7.0767,-1.006133,-1.050320,  25.9465, 44.7, 25.6
SEAFET02058,11/17/2022 09:30:00,164,0000,7.0551,7.0779,-1.006105,-1.050255,  25.8807, 44.7, 25.6
SEAFET02058,11/17/2022 10:00:00,165,0000,7.0553,7.0789,-1.006131,-1.050203,  25.8181, 44.6, 25.5
SEAFET02058,11/17/2022 10:30:00,166,0000,7.0560,7.0803,-1.006128,-1.050132,  25.7496, 44.6, 25.5
SEAFET02058,11/17/2022 11:00:00,167,0000,7.0560,7.0812,-1.006171,-1.050083,  25.6754, 44.6, 25.4
SEAFET02058,11/17/2022 11:30:00,168,0000,7.0573,7.0829,-1.006132,-1.049995,  25.6044, 44.6, 25.4
SEAFET02058,11/17/2022 12:00:00,169,0000,7.0577,7.0838,-1.006155,-1.049947,  25.5289, 44.6, 25.3
SEAFET02058,11/17/2022 12:30:00,170,0000,7.0586,7.0856,-1.006139,-1.049852,  25.4527, 44.6, 25.2
SEAFET02058,11/17/2022 13:00:00,171,0000,7.0543,7.0843,-1.006434,-1.049937,  25.3815, 44.6, 25.1
SEAFET02058,11/17/2022 13:30:00,172,0000,7.0557,7.0863,-1.006394,-1.049827,  25.3135, 44.5, 25.1
SEAFET02058,11/17/2022 14:00:00,173,0000,7.0575,7.0870,-1.006319,-1.049795,  25.2517, 44.5, 25.0
SEAFET02058,11/17/2022 14:30:00,174,0000,7.0566,7.0870,-1.006394,-1.049797,  25.2169, 44.4, 25.1
SEAFET02058,11/17/2022 15:00:00,175,0000,7.0559,7.0860,-1.006419,-1.049856,  25.2446, 44.4, 25.2
SEAFET02058,11/17/2022 15:30:00,176,0000,7.0487,7.0834,-1.006850,-1.050006,  25.2400, 44.4, 25.1
SEAFET02058,11/17/2022 16:00:00,177,0000,7.0503,7.0854,-1.006775,-1.049896,  25.2003, 44.4, 25.1
SEAFET02058,11/17/2022 16:30:00,178,0000,7.8549,7.8452,-0.957875,-1.004442,  26.9474, 44.6, 26.7
SEAFET02058,11/17/2022 17:00:00,179,0000,7.9022,7.8817,-0.954774,-1.002162,  27.3226, 44.8, 27.1
SEAFET02058,11/17/2022 17:30:00,180,0000,7.9259,7.8953,-0.953253,-1.001312,  27.4719, 44.9, 27.2
SEAFET02058,11/17/2022 18:00:00,181,0000,7.9541,7.9158,-0.951479,-1.000050,  27.5928, 45.0, 27.4
SEAFET02058,11/17/2022 18:30:00,182,0000,7.9804,7.9378,-0.949840,-0.998712,  27.6877, 45.1, 27.5
SEAFET02058,11/17/2022 19:00:00,183,0000,7.9993,7.9559,-0.948658,-0.997614,  27.7568, 45.1, 27.5
SEAFET02058,11/17/2022 19:30:00,184,0000,7.9297,7.8763,-0.952900,-1.002396,  27.6375, 45.2, 27.5
SEAFET02058,11/17/2022 20:00:00,185,0000,7.9278,7.8724,-0.953034,-1.002634,  27.6136, 45.2, 27.4
SEAFET02058,11/17/2022 20:30:00,186,0000,7.9418,7.8848,-0.952195,-1.001897,  27.6141, 45.2, 27.4
SEAFET02058,11/17/2022 21:00:00,187,0000,7.9292,7.8708,-0.953065,-1.002773,  27.4604, 45.2, 27.2
SEAFET02058,11/17/2022 21:30:00,188,0000,7.9237,7.8635,-0.953439,-1.003223,  27.4021, 45.2, 27.2
SEAFET02058,11/17/2022 22:00:00,189,0000,7.9375,7.8747,-0.952589,-1.002550,  27.4352, 45.2, 27.2
SEAFET02058,11/17/2022 22:30:00,190,0000,7.9331,7.8677,-0.952920,-1.002995,  27.3380, 45.2, 27.1
SEAFET02058,11/17/2022 23:00:00,191,0000,7.9066,7.8389,-0.954591,-1.004742,  27.2218, 45.1, 27.0
SEAFET02058,11/17/2022 23:30:00,192,0000,7.8959,7.8253,-0.955263,-1.005566,  27.1704, 45.1, 26.9
SEAFET02058,11/18/2022 00:00:00,193,0000,7.8967,7.8246,-0.955256,-1.005622,  27.1177, 45.1, 26.9
SEAFET02058,11/18/2022 00:30:00,194,0000,7.8987,7.8243,-0.955179,-1.005651,  27.0647, 45.1, 26.8
SEAFET02058,11/18/2022 01:00:00,195,0000,7.8887,7.8111,-0.955789,-1.006444,  27.0428, 45.1, 26.7
SEAFET02058,11/18/2022 01:30:00,196,0000,7.8939,7.8129,-0.955457,-1.006334,  27.0693, 45.0, 26.8
SEAFET02058,11/18/2022 02:00:00,197,0000,7.9078,7.8239,-0.954629,-1.005676,  27.0721, 45.0, 26.8
SEAFET02058,11/18/2022 02:30:00,198,0000,7.9228,7.8348,-0.953774,-1.005039,  27.0247, 45.0, 26.8
SEAFET02058,11/18/2022 03:00:00,199,0000,7.9281,7.8383,-0.953506,-1.004849,  26.9542, 45.1, 26.7
SEAFET02058,11/18/2022 03:30:00,200,0000,7.9136,7.8252,-0.954452,-1.005661,  26.8464, 45.0, 26.6
SEAFET02058,11/18/2022 04:00:00,201,0000,7.9170,7.8290,-0.954292,-1.005450,  26.7896, 45.0, 26.6
SEAFET02058,11/18/2022 04:30:00,202,0000,7.8967,7.8087,-0.955579,-1.006682,  26.6867, 45.0, 26.4
SEAFET02058,11/18/2022 05:00:00,203,0000,7.8931,7.8045,-0.955811,-1.006942,  26.6553, 45.0, 26.4
SEAFET02058,11/18/2022 05:30:00,204,0000,7.9089,7.8249,-0.954582,-1.005622,  27.0457, 44.9, 26.6
SEAFET02058,11/18/2022 06:00:00,205,0000,7.9373,7.8496,-0.952732,-1.004095,  27.2569, 45.0, 26.9
SEAFET02058,11/18/2022 06:30:00,206,0000,7.9417,7.8481,-0.952493,-1.004190,  27.2283, 45.1, 26.9
SEAFET02058,11/18/2022 07:00:00,207,0000,7.9426,7.8463,-0.952403,-1.004285,  27.2807, 45.1, 27.0
SEAFET02058,11/18/2022 07:30:00,208,0000,7.9496,7.8516,-0.952007,-1.003978,  27.2476, 45.1, 27.0
SEAFET02058,11/18/2022 08:00:00,209,0000,7.9611,7.8624,-0.951378,-1.003356,  27.1723, 45.1, 26.9
SEAFET02058,11/18/2022 08:30:00,210,0000,7.9630,7.8553,-0.951695,-1.003933,  26.5995, 45.3, 26.5
SEAFET02058,11/18/2022 09:00:00,211,0000,7.9267,7.8204,-0.954001,-1.006063,  26.4050, 45.1, 26.1
SEAFET02058,11/18/2022 09:30:00,212,0000,7.9095,7.8056,-0.955129,-1.006977,  26.2631, 45.0, 26.0
SEAFET02058,11/18/2022 10:00:00,213,0000,7.8999,7.7953,-0.955810,-1.007628,  26.1161, 44.9, 25.9
SEAFET02058,11/18/2022 10:30:00,214,0000,7.8818,7.7760,-0.956904,-1.008784,  26.0891, 44.8, 25.8
SEAFET02058,11/18/2022 11:00:00,215,0000,7.8754,7.7705,-0.957317,-1.009121,  26.0392, 44.8, 25.8
