collected_date,Emerald,MacNorth
2022-10-26,-0.11513762100000058,NA
2022-11-17,-0.19085832599999986,0.02847684199999989
2023-03-28,-0.1418438549999994,-0.6867761910000008
2023-07-11,-0.536102800000001,-0.059002752999999686
2023-11-20,-0.372457818,-0.20789103200000003
